IP:PORT, LOSS, DELAY
162.159.195.142:1018,0.00%,155 ms
162.159.192.24:7152,0.00%,156 ms
162.159.192.101:2408,0.00%,156 ms
162.159.195.214:1387,0.00%,156 ms
162.159.192.62:8742,0.00%,157 ms
162.159.192.123:942,0.00%,157 ms
162.159.192.165:8742,0.00%,157 ms
162.159.192.212:890,0.00%,157 ms
162.159.192.229:2408,0.00%,157 ms
162.159.195.14:1018,0.00%,157 ms
162.159.195.69:890,0.00%,157 ms
162.159.195.130:1018,0.00%,157 ms
162.159.195.138:1018,0.00%,157 ms
162.159.192.224:1387,0.00%,158 ms
162.159.195.31:890,0.00%,158 ms
162.159.195.138:955,0.00%,158 ms
162.159.195.236:1387,0.00%,158 ms
162.159.195.139:859,0.00%,159 ms
162.159.195.166:859,0.00%,159 ms
162.159.192.114:1018,0.00%,160 ms
162.159.192.181:890,0.00%,160 ms
162.159.192.198:3854,0.00%,160 ms
162.159.192.207:859,0.00%,160 ms
162.159.192.229:8742,0.00%,160 ms
162.159.195.34:1387,0.00%,160 ms
162.159.195.54:3854,0.00%,160 ms
162.159.195.67:859,0.00%,160 ms
162.159.195.91:8742,0.00%,160 ms
162.159.192.33:8742,0.00%,161 ms
162.159.192.39:955,0.00%,161 ms
162.159.192.68:8742,0.00%,161 ms
162.159.192.70:8742,0.00%,161 ms
162.159.192.117:854,0.00%,161 ms
162.159.192.162:3854,0.00%,161 ms
162.159.192.192:955,0.00%,161 ms
162.159.192.196:1387,0.00%,161 ms
162.159.192.198:8742,0.00%,161 ms
162.159.192.198:854,0.00%,161 ms
162.159.192.207:854,0.00%,161 ms
162.159.192.211:2408,0.00%,161 ms
162.159.195.2:1018,0.00%,161 ms
162.159.195.31:1387,0.00%,161 ms
162.159.195.35:8742,0.00%,161 ms
162.159.195.39:890,0.00%,161 ms
162.159.195.40:2408,0.00%,161 ms
162.159.195.42:8742,0.00%,161 ms
162.159.195.42:2408,0.00%,161 ms
162.159.195.52:8742,0.00%,161 ms
162.159.195.52:2408,0.00%,161 ms
162.159.195.56:7152,0.00%,161 ms
162.159.195.58:7152,0.00%,161 ms
162.159.195.96:859,0.00%,161 ms
162.159.195.109:890,0.00%,161 ms
162.159.195.110:854,0.00%,161 ms
162.159.195.127:854,0.00%,161 ms
162.159.195.130:955,0.00%,161 ms
162.159.195.159:942,0.00%,161 ms
162.159.195.166:942,0.00%,161 ms
162.159.195.171:859,0.00%,161 ms
162.159.195.173:7152,0.00%,161 ms
162.159.195.180:1387,0.00%,161 ms
162.159.195.191:8742,0.00%,161 ms
162.159.195.210:890,0.00%,161 ms
162.159.195.225:1018,0.00%,161 ms
162.159.195.231:1387,0.00%,161 ms
162.159.195.244:859,0.00%,161 ms
162.159.195.254:1387,0.00%,161 ms
162.159.192.0:8742,0.00%,162 ms
162.159.192.15:1018,0.00%,162 ms
162.159.192.23:942,0.00%,162 ms
162.159.192.115:955,0.00%,162 ms
162.159.192.162:854,0.00%,162 ms
162.159.192.173:890,0.00%,162 ms
162.159.192.204:859,0.00%,162 ms
162.159.192.207:955,0.00%,162 ms
162.159.192.209:3854,0.00%,162 ms
162.159.192.211:1387,0.00%,162 ms
162.159.192.212:3854,0.00%,162 ms
162.159.192.229:942,0.00%,162 ms
162.159.192.246:955,0.00%,162 ms
162.159.195.7:1018,0.00%,162 ms
162.159.195.8:1387,0.00%,162 ms
162.159.195.10:890,0.00%,162 ms
162.159.195.14:890,0.00%,162 ms
162.159.195.14:2408,0.00%,162 ms
162.159.195.26:8742,0.00%,162 ms
162.159.195.39:7152,0.00%,162 ms
162.159.195.42:1387,0.00%,162 ms
162.159.195.42:3854,0.00%,162 ms
162.159.195.45:7152,0.00%,162 ms
162.159.195.53:2408,0.00%,162 ms
162.159.195.54:8742,0.00%,162 ms
162.159.195.55:1018,0.00%,162 ms
162.159.195.83:1387,0.00%,162 ms
162.159.195.99:1387,0.00%,162 ms
162.159.195.100:1018,0.00%,162 ms
162.159.195.102:2408,0.00%,162 ms
162.159.195.103:859,0.00%,162 ms
162.159.195.110:8742,0.00%,162 ms
162.159.195.130:7152,0.00%,162 ms
162.159.195.138:7152,0.00%,162 ms
162.159.195.138:1387,0.00%,162 ms
162.159.195.144:7152,0.00%,162 ms
162.159.195.146:1018,0.00%,162 ms
162.159.195.166:854,0.00%,162 ms
162.159.195.169:1018,0.00%,162 ms
162.159.195.170:955,0.00%,162 ms
162.159.195.200:7152,0.00%,162 ms
162.159.195.203:854,0.00%,162 ms
162.159.195.208:854,0.00%,162 ms
162.159.195.215:955,0.00%,162 ms
162.159.195.242:859,0.00%,162 ms
162.159.192.33:854,0.00%,163 ms
162.159.192.55:2408,0.00%,163 ms
162.159.192.59:854,0.00%,163 ms
162.159.192.104:955,0.00%,163 ms
162.159.192.104:8742,0.00%,163 ms
162.159.192.118:7152,0.00%,163 ms
162.159.192.130:1387,0.00%,163 ms
162.159.192.148:8742,0.00%,163 ms
162.159.192.151:8742,0.00%,163 ms
162.159.192.158:3854,0.00%,163 ms
162.159.192.164:1387,0.00%,163 ms
162.159.192.167:942,0.00%,163 ms
162.159.192.203:1018,0.00%,163 ms
162.159.192.207:890,0.00%,163 ms
162.159.192.207:942,0.00%,163 ms
162.159.192.209:8742,0.00%,163 ms
162.159.192.228:2408,0.00%,163 ms
162.159.192.249:859,0.00%,163 ms
162.159.193.7:2408,0.00%,163 ms
162.159.195.6:890,0.00%,163 ms
162.159.195.8:8742,0.00%,163 ms
162.159.195.9:2408,0.00%,163 ms
162.159.195.11:859,0.00%,163 ms
162.159.195.29:942,0.00%,163 ms
162.159.195.31:8742,0.00%,163 ms
162.159.195.42:859,0.00%,163 ms
162.159.195.45:1387,0.00%,163 ms
162.159.195.54:955,0.00%,163 ms
162.159.195.54:854,0.00%,163 ms
162.159.195.55:1387,0.00%,163 ms
162.159.195.55:2408,0.00%,163 ms
162.159.195.75:859,0.00%,163 ms
162.159.195.93:8742,0.00%,163 ms
162.159.195.130:3854,0.00%,163 ms
162.159.195.130:2408,0.00%,163 ms
162.159.195.138:8742,0.00%,163 ms
162.159.195.150:2408,0.00%,163 ms
162.159.195.164:942,0.00%,163 ms
162.159.195.164:3854,0.00%,163 ms
162.159.195.165:7152,0.00%,163 ms
162.159.195.166:955,0.00%,163 ms
162.159.195.166:1018,0.00%,163 ms
162.159.195.166:2408,0.00%,163 ms
162.159.195.203:1387,0.00%,163 ms
162.159.195.216:1387,0.00%,163 ms
162.159.195.217:7152,0.00%,163 ms
162.159.195.254:1018,0.00%,163 ms
162.159.192.26:7152,0.00%,164 ms
162.159.192.31:854,0.00%,164 ms
162.159.192.60:859,0.00%,164 ms
162.159.192.104:3854,0.00%,164 ms
162.159.192.117:2408,0.00%,164 ms
162.159.192.124:955,0.00%,164 ms
162.159.192.130:859,0.00%,164 ms
162.159.192.178:854,0.00%,164 ms
162.159.192.189:3854,0.00%,164 ms
162.159.192.189:2408,0.00%,164 ms
162.159.192.192:1018,0.00%,164 ms
162.159.192.201:2408,0.00%,164 ms
162.159.192.208:854,0.00%,164 ms
162.159.192.214:854,0.00%,164 ms
162.159.192.229:3854,0.00%,164 ms
162.159.192.229:854,0.00%,164 ms
162.159.192.252:942,0.00%,164 ms
162.159.195.7:3854,0.00%,164 ms
162.159.195.8:942,0.00%,164 ms
162.159.195.14:854,0.00%,164 ms
162.159.195.30:955,0.00%,164 ms
162.159.195.31:3854,0.00%,164 ms
162.159.195.39:854,0.00%,164 ms
162.159.195.42:7152,0.00%,164 ms
162.159.195.42:955,0.00%,164 ms
162.159.195.54:2408,0.00%,164 ms
162.159.195.88:942,0.00%,164 ms
162.159.195.110:859,0.00%,164 ms
162.159.195.127:1387,0.00%,164 ms
162.159.195.130:8742,0.00%,164 ms
162.159.195.150:1387,0.00%,164 ms
162.159.195.150:8742,0.00%,164 ms
162.159.195.166:3854,0.00%,164 ms
162.159.195.177:8742,0.00%,164 ms
162.159.195.179:890,0.00%,164 ms
162.159.195.179:854,0.00%,164 ms
162.159.195.179:2408,0.00%,164 ms
162.159.195.185:859,0.00%,164 ms
162.159.195.186:8742,0.00%,164 ms
162.159.195.203:3854,0.00%,164 ms
162.159.195.208:7152,0.00%,164 ms
162.159.195.215:1387,0.00%,164 ms
162.159.195.225:7152,0.00%,164 ms
162.159.195.234:2408,0.00%,164 ms
162.159.195.251:8742,0.00%,164 ms
162.159.192.0:854,0.00%,165 ms
162.159.192.18:1387,0.00%,165 ms
162.159.192.25:955,0.00%,165 ms
162.159.192.26:955,0.00%,165 ms
162.159.192.27:8742,0.00%,165 ms
162.159.192.29:1387,0.00%,165 ms
162.159.192.39:7152,0.00%,165 ms
162.159.192.47:8742,0.00%,165 ms
162.159.192.54:3854,0.00%,165 ms
162.159.192.55:942,0.00%,165 ms
162.159.192.60:3854,0.00%,165 ms
162.159.192.61:3854,0.00%,165 ms
162.159.192.61:2408,0.00%,165 ms
162.159.192.76:2408,0.00%,165 ms
162.159.192.100:1018,0.00%,165 ms
162.159.192.111:2408,0.00%,165 ms
162.159.192.143:942,0.00%,165 ms
162.159.192.148:2408,0.00%,165 ms
162.159.192.154:1387,0.00%,165 ms
162.159.192.158:955,0.00%,165 ms
162.159.192.163:3854,0.00%,165 ms
162.159.192.168:3854,0.00%,165 ms
162.159.192.173:859,0.00%,165 ms
162.159.192.189:8742,0.00%,165 ms
162.159.192.204:1018,0.00%,165 ms
162.159.192.207:1387,0.00%,165 ms
162.159.192.211:1018,0.00%,165 ms
162.159.192.212:8742,0.00%,165 ms
162.159.192.229:890,0.00%,165 ms
162.159.192.231:859,0.00%,165 ms
162.159.192.234:854,0.00%,165 ms
162.159.192.249:942,0.00%,165 ms
162.159.192.249:8742,0.00%,165 ms
162.159.192.252:1387,0.00%,165 ms
162.159.195.13:890,0.00%,165 ms
162.159.195.21:955,0.00%,165 ms
162.159.195.28:1387,0.00%,165 ms
162.159.195.33:2408,0.00%,165 ms
162.159.195.38:854,0.00%,165 ms
162.159.195.39:1387,0.00%,165 ms
162.159.195.43:2408,0.00%,165 ms
162.159.195.44:2408,0.00%,165 ms
162.159.195.48:2408,0.00%,165 ms
162.159.195.53:7152,0.00%,165 ms
162.159.195.61:890,0.00%,165 ms
162.159.195.77:7152,0.00%,165 ms
162.159.195.81:942,0.00%,165 ms
162.159.195.88:955,0.00%,165 ms
162.159.195.100:1387,0.00%,165 ms
162.159.195.109:955,0.00%,165 ms
162.159.195.110:2408,0.00%,165 ms
162.159.195.122:8742,0.00%,165 ms
162.159.195.130:1387,0.00%,165 ms
162.159.195.131:1018,0.00%,165 ms
162.159.195.138:2408,0.00%,165 ms
162.159.195.150:1018,0.00%,165 ms
162.159.195.153:1018,0.00%,165 ms
162.159.195.164:955,0.00%,165 ms
162.159.195.164:854,0.00%,165 ms
162.159.195.170:859,0.00%,165 ms
162.159.195.170:1387,0.00%,165 ms
162.159.195.178:3854,0.00%,165 ms
162.159.195.191:854,0.00%,165 ms
162.159.195.197:955,0.00%,165 ms
162.159.195.208:2408,0.00%,165 ms
162.159.195.216:3854,0.00%,165 ms
162.159.195.221:942,0.00%,165 ms
162.159.195.227:7152,0.00%,165 ms
162.159.195.246:1018,0.00%,165 ms
162.159.192.8:1387,0.00%,166 ms
162.159.192.8:8742,0.00%,166 ms
162.159.192.16:7152,0.00%,166 ms
162.159.192.27:7152,0.00%,166 ms
162.159.192.27:955,0.00%,166 ms
162.159.192.29:8742,0.00%,166 ms
162.159.192.39:942,0.00%,166 ms
162.159.192.46:942,0.00%,166 ms
162.159.192.51:3854,0.00%,166 ms
162.159.192.58:854,0.00%,166 ms
162.159.192.60:955,0.00%,166 ms
162.159.192.62:859,0.00%,166 ms
162.159.192.63:1018,0.00%,166 ms
162.159.192.81:942,0.00%,166 ms
162.159.192.92:7152,0.00%,166 ms
162.159.192.100:859,0.00%,166 ms
162.159.192.102:854,0.00%,166 ms
162.159.192.104:854,0.00%,166 ms
162.159.192.111:7152,0.00%,166 ms
162.159.192.115:2408,0.00%,166 ms
162.159.192.117:1018,0.00%,166 ms
162.159.192.118:859,0.00%,166 ms
162.159.192.119:854,0.00%,166 ms
162.159.192.127:859,0.00%,166 ms
162.159.192.143:7152,0.00%,166 ms
162.159.192.143:890,0.00%,166 ms
162.159.192.147:859,0.00%,166 ms
162.159.192.159:854,0.00%,166 ms
162.159.192.160:942,0.00%,166 ms
162.159.192.162:7152,0.00%,166 ms
162.159.192.162:2408,0.00%,166 ms
162.159.192.163:8742,0.00%,166 ms
162.159.192.165:3854,0.00%,166 ms
162.159.192.167:854,0.00%,166 ms
162.159.192.180:2408,0.00%,166 ms
162.159.192.183:1018,0.00%,166 ms
162.159.192.188:942,0.00%,166 ms
162.159.192.213:942,0.00%,166 ms
162.159.192.231:1387,0.00%,166 ms
162.159.192.231:8742,0.00%,166 ms
162.159.192.242:1018,0.00%,166 ms
162.159.192.244:859,0.00%,166 ms
162.159.192.244:1387,0.00%,166 ms
162.159.192.244:8742,0.00%,166 ms
162.159.192.249:854,0.00%,166 ms
162.159.192.249:2408,0.00%,166 ms
162.159.192.250:3854,0.00%,166 ms
162.159.192.252:2408,0.00%,166 ms
162.159.192.254:890,0.00%,166 ms
162.159.195.1:1018,0.00%,166 ms
162.159.195.7:1387,0.00%,166 ms
162.159.195.10:7152,0.00%,166 ms
162.159.195.26:890,0.00%,166 ms
162.159.195.27:1387,0.00%,166 ms
162.159.195.28:2408,0.00%,166 ms
162.159.195.33:854,0.00%,166 ms
162.159.195.42:1018,0.00%,166 ms
162.159.195.43:859,0.00%,166 ms
162.159.195.43:942,0.00%,166 ms
162.159.195.44:955,0.00%,166 ms
162.159.195.45:859,0.00%,166 ms
162.159.195.45:942,0.00%,166 ms
162.159.195.52:955,0.00%,166 ms
162.159.195.53:854,0.00%,166 ms
162.159.195.54:1018,0.00%,166 ms
162.159.195.56:890,0.00%,166 ms
162.159.195.56:1018,0.00%,166 ms
162.159.195.56:1387,0.00%,166 ms
162.159.195.57:8742,0.00%,166 ms
162.159.195.62:890,0.00%,166 ms
162.159.195.66:942,0.00%,166 ms
162.159.195.67:2408,0.00%,166 ms
162.159.195.68:942,0.00%,166 ms
162.159.195.70:7152,0.00%,166 ms
162.159.195.76:1387,0.00%,166 ms
162.159.195.80:2408,0.00%,166 ms
162.159.195.81:890,0.00%,166 ms
162.159.195.81:955,0.00%,166 ms
162.159.195.81:1387,0.00%,166 ms
162.159.195.83:854,0.00%,166 ms
162.159.195.83:2408,0.00%,166 ms
162.159.195.84:7152,0.00%,166 ms
162.159.195.84:890,0.00%,166 ms
162.159.195.91:859,0.00%,166 ms
162.159.195.93:1018,0.00%,166 ms
162.159.195.93:3854,0.00%,166 ms
162.159.195.94:955,0.00%,166 ms
162.159.195.97:942,0.00%,166 ms
162.159.195.107:942,0.00%,166 ms
162.159.195.109:1018,0.00%,166 ms
162.159.195.117:942,0.00%,166 ms
162.159.195.117:955,0.00%,166 ms
162.159.195.134:7152,0.00%,166 ms
162.159.195.136:3854,0.00%,166 ms
162.159.195.138:942,0.00%,166 ms
162.159.195.143:7152,0.00%,166 ms
162.159.195.145:7152,0.00%,166 ms
162.159.195.150:942,0.00%,166 ms
162.159.195.152:859,0.00%,166 ms
162.159.195.166:8742,0.00%,166 ms
162.159.195.176:854,0.00%,166 ms
162.159.195.180:8742,0.00%,166 ms
162.159.195.190:3854,0.00%,166 ms
162.159.195.191:955,0.00%,166 ms
162.159.195.192:859,0.00%,166 ms
162.159.195.204:890,0.00%,166 ms
162.159.195.212:955,0.00%,166 ms
162.159.195.215:8742,0.00%,166 ms
162.159.195.216:1018,0.00%,166 ms
162.159.195.221:854,0.00%,166 ms
162.159.195.238:854,0.00%,166 ms
162.159.195.241:8742,0.00%,166 ms
162.159.195.250:3854,0.00%,166 ms
162.159.195.251:955,0.00%,166 ms
162.159.192.0:955,0.00%,167 ms
162.159.192.13:1387,0.00%,167 ms
162.159.192.16:942,0.00%,167 ms
162.159.192.21:955,0.00%,167 ms
162.159.192.21:1018,0.00%,167 ms
162.159.192.24:859,0.00%,167 ms
162.159.192.29:2408,0.00%,167 ms
162.159.192.35:955,0.00%,167 ms
162.159.192.35:8742,0.00%,167 ms
162.159.192.37:2408,0.00%,167 ms
162.159.192.46:1387,0.00%,167 ms
162.159.192.53:2408,0.00%,167 ms
162.159.192.54:7152,0.00%,167 ms
162.159.192.60:890,0.00%,167 ms
162.159.192.68:3854,0.00%,167 ms
162.159.192.76:854,0.00%,167 ms
162.159.192.87:1018,0.00%,167 ms
162.159.192.129:1018,0.00%,167 ms
162.159.192.135:890,0.00%,167 ms
162.159.192.147:1387,0.00%,167 ms
162.159.192.150:854,0.00%,167 ms
162.159.192.154:859,0.00%,167 ms
162.159.192.158:2408,0.00%,167 ms
162.159.192.170:859,0.00%,167 ms
162.159.192.173:942,0.00%,167 ms
162.159.192.174:1387,0.00%,167 ms
162.159.192.176:1018,0.00%,167 ms
162.159.192.176:2408,0.00%,167 ms
162.159.192.179:1387,0.00%,167 ms
162.159.192.182:854,0.00%,167 ms
162.159.192.196:8742,0.00%,167 ms
162.159.192.205:890,0.00%,167 ms
162.159.192.215:7152,0.00%,167 ms
162.159.192.232:1387,0.00%,167 ms
162.159.192.234:942,0.00%,167 ms
162.159.192.234:955,0.00%,167 ms
162.159.192.242:1387,0.00%,167 ms
162.159.192.246:7152,0.00%,167 ms
162.159.192.246:8742,0.00%,167 ms
162.159.192.248:942,0.00%,167 ms
162.159.192.249:3854,0.00%,167 ms
162.159.195.13:1387,0.00%,167 ms
162.159.195.21:859,0.00%,167 ms
162.159.195.24:2408,0.00%,167 ms
162.159.195.25:8742,0.00%,167 ms
162.159.195.29:890,0.00%,167 ms
162.159.195.29:854,0.00%,167 ms
162.159.195.35:890,0.00%,167 ms
162.159.195.38:2408,0.00%,167 ms
162.159.195.40:7152,0.00%,167 ms
162.159.195.43:7152,0.00%,167 ms
162.159.195.45:8742,0.00%,167 ms
162.159.195.46:1018,0.00%,167 ms
162.159.195.52:3854,0.00%,167 ms
162.159.195.54:859,0.00%,167 ms
162.159.195.56:859,0.00%,167 ms
162.159.195.57:854,0.00%,167 ms
162.159.195.58:859,0.00%,167 ms
162.159.195.60:7152,0.00%,167 ms
162.159.195.66:1018,0.00%,167 ms
162.159.195.80:955,0.00%,167 ms
162.159.195.81:859,0.00%,167 ms
162.159.195.83:3854,0.00%,167 ms
162.159.195.91:890,0.00%,167 ms
162.159.195.91:854,0.00%,167 ms
162.159.195.109:7152,0.00%,167 ms
162.159.195.111:7152,0.00%,167 ms
162.159.195.117:8742,0.00%,167 ms
162.159.195.117:2408,0.00%,167 ms
162.159.195.118:942,0.00%,167 ms
162.159.195.120:859,0.00%,167 ms
162.159.195.127:2408,0.00%,167 ms
162.159.195.146:955,0.00%,167 ms
162.159.195.164:8742,0.00%,167 ms
162.159.195.170:7152,0.00%,167 ms
162.159.195.170:942,0.00%,167 ms
162.159.195.170:1018,0.00%,167 ms
162.159.195.173:942,0.00%,167 ms
162.159.195.173:955,0.00%,167 ms
162.159.195.173:8742,0.00%,167 ms
162.159.195.183:7152,0.00%,167 ms
162.159.195.193:2408,0.00%,167 ms
162.159.195.199:854,0.00%,167 ms
162.159.195.204:859,0.00%,167 ms
162.159.195.204:955,0.00%,167 ms
162.159.195.222:854,0.00%,167 ms
162.159.195.224:955,0.00%,167 ms
162.159.195.230:8742,0.00%,167 ms
162.159.195.231:7152,0.00%,167 ms
162.159.195.238:955,0.00%,167 ms
162.159.195.241:7152,0.00%,167 ms
162.159.195.244:942,0.00%,167 ms
162.159.195.245:942,0.00%,167 ms
162.159.195.245:955,0.00%,167 ms
162.159.195.251:942,0.00%,167 ms
162.159.195.251:3854,0.00%,167 ms
162.159.192.13:3854,0.00%,168 ms
162.159.192.17:942,0.00%,168 ms
162.159.192.22:1018,0.00%,168 ms
162.159.192.33:2408,0.00%,168 ms
162.159.192.50:1018,0.00%,168 ms
162.159.192.56:8742,0.00%,168 ms
162.159.192.56:2408,0.00%,168 ms
162.159.192.61:942,0.00%,168 ms
162.159.192.63:859,0.00%,168 ms
162.159.192.63:8742,0.00%,168 ms
162.159.192.63:2408,0.00%,168 ms
162.159.192.68:859,0.00%,168 ms
162.159.192.72:859,0.00%,168 ms
162.159.192.82:2408,0.00%,168 ms
162.159.192.100:1387,0.00%,168 ms
162.159.192.116:942,0.00%,168 ms
162.159.192.120:8742,0.00%,168 ms
162.159.192.123:1018,0.00%,168 ms
162.159.192.132:942,0.00%,168 ms
162.159.192.140:1387,0.00%,168 ms
162.159.192.141:859,0.00%,168 ms
162.159.192.158:854,0.00%,168 ms
162.159.192.163:1018,0.00%,168 ms
162.159.192.163:1387,0.00%,168 ms
162.159.192.166:8742,0.00%,168 ms
162.159.192.167:1018,0.00%,168 ms
162.159.192.174:8742,0.00%,168 ms
162.159.192.183:942,0.00%,168 ms
162.159.192.191:7152,0.00%,168 ms
162.159.192.195:2408,0.00%,168 ms
162.159.192.196:890,0.00%,168 ms
162.159.192.202:7152,0.00%,168 ms
162.159.192.213:8742,0.00%,168 ms
162.159.192.222:859,0.00%,168 ms
162.159.192.224:2408,0.00%,168 ms
162.159.192.235:890,0.00%,168 ms
162.159.192.242:859,0.00%,168 ms
162.159.192.245:7152,0.00%,168 ms
162.159.192.245:3854,0.00%,168 ms
162.159.192.249:1387,0.00%,168 ms
162.159.192.253:3854,0.00%,168 ms
162.159.195.1:955,0.00%,168 ms
162.159.195.13:859,0.00%,168 ms
162.159.195.13:942,0.00%,168 ms
162.159.195.15:859,0.00%,168 ms
162.159.195.24:3854,0.00%,168 ms
162.159.195.25:955,0.00%,168 ms
162.159.195.28:890,0.00%,168 ms
162.159.195.28:854,0.00%,168 ms
162.159.195.29:7152,0.00%,168 ms
162.159.195.29:859,0.00%,168 ms
162.159.195.29:3854,0.00%,168 ms
162.159.195.39:2408,0.00%,168 ms
162.159.195.42:942,0.00%,168 ms
162.159.195.43:890,0.00%,168 ms
162.159.195.44:8742,0.00%,168 ms
162.159.195.47:1387,0.00%,168 ms
162.159.195.48:890,0.00%,168 ms
162.159.195.48:1387,0.00%,168 ms
162.159.195.48:854,0.00%,168 ms
162.159.195.55:854,0.00%,168 ms
162.159.195.66:7152,0.00%,168 ms
162.159.195.70:890,0.00%,168 ms
162.159.195.76:2408,0.00%,168 ms
162.159.195.91:1387,0.00%,168 ms
162.159.195.91:3854,0.00%,168 ms
162.159.195.93:854,0.00%,168 ms
162.159.195.97:8742,0.00%,168 ms
162.159.195.101:2408,0.00%,168 ms
162.159.195.118:1018,0.00%,168 ms
162.159.195.128:7152,0.00%,168 ms
162.159.195.128:942,0.00%,168 ms
162.159.195.131:942,0.00%,168 ms
162.159.195.152:7152,0.00%,168 ms
162.159.195.157:8742,0.00%,168 ms
162.159.195.170:3854,0.00%,168 ms
162.159.195.173:3854,0.00%,168 ms
162.159.195.180:859,0.00%,168 ms
162.159.195.180:854,0.00%,168 ms
162.159.195.182:2408,0.00%,168 ms
162.159.195.185:7152,0.00%,168 ms
162.159.195.187:859,0.00%,168 ms
162.159.195.193:3854,0.00%,168 ms
162.159.195.193:854,0.00%,168 ms
162.159.195.197:854,0.00%,168 ms
162.159.195.204:942,0.00%,168 ms
162.159.195.212:1387,0.00%,168 ms
162.159.195.216:854,0.00%,168 ms
162.159.195.221:7152,0.00%,168 ms
162.159.195.224:942,0.00%,168 ms
162.159.195.243:2408,0.00%,168 ms
162.159.195.245:859,0.00%,168 ms
162.159.195.245:1018,0.00%,168 ms
162.159.192.16:1018,0.00%,169 ms
162.159.192.16:854,0.00%,169 ms
162.159.192.17:2408,0.00%,169 ms
162.159.192.23:859,0.00%,169 ms
162.159.192.39:1018,0.00%,169 ms
162.159.192.43:859,0.00%,169 ms
162.159.192.45:2408,0.00%,169 ms
162.159.192.50:859,0.00%,169 ms
162.159.192.52:942,0.00%,169 ms
162.159.192.53:1387,0.00%,169 ms
162.159.192.54:1018,0.00%,169 ms
162.159.192.66:3854,0.00%,169 ms
162.159.192.67:1018,0.00%,169 ms
162.159.192.70:890,0.00%,169 ms
162.159.192.74:890,0.00%,169 ms
162.159.192.78:2408,0.00%,169 ms
162.159.192.81:955,0.00%,169 ms
162.159.192.97:1387,0.00%,169 ms
162.159.192.98:1387,0.00%,169 ms
162.159.192.100:854,0.00%,169 ms
162.159.192.111:854,0.00%,169 ms
162.159.192.114:7152,0.00%,169 ms
162.159.192.116:7152,0.00%,169 ms
162.159.192.117:7152,0.00%,169 ms
162.159.192.117:1387,0.00%,169 ms
162.159.192.119:2408,0.00%,169 ms
162.159.192.133:890,0.00%,169 ms
162.159.192.139:3854,0.00%,169 ms
162.159.192.141:942,0.00%,169 ms
162.159.192.142:859,0.00%,169 ms
162.159.192.146:854,0.00%,169 ms
162.159.192.152:854,0.00%,169 ms
162.159.192.154:890,0.00%,169 ms
162.159.192.158:8742,0.00%,169 ms
162.159.192.160:859,0.00%,169 ms
162.159.192.160:854,0.00%,169 ms
162.159.192.163:7152,0.00%,169 ms
162.159.192.167:955,0.00%,169 ms
162.159.192.167:8742,0.00%,169 ms
162.159.192.168:890,0.00%,169 ms
162.159.192.169:7152,0.00%,169 ms
162.159.192.172:955,0.00%,169 ms
162.159.192.183:3854,0.00%,169 ms
162.159.192.196:854,0.00%,169 ms
162.159.192.196:2408,0.00%,169 ms
162.159.192.197:7152,0.00%,169 ms
162.159.192.233:942,0.00%,169 ms
162.159.192.242:8742,0.00%,169 ms
162.159.192.244:890,0.00%,169 ms
162.159.192.245:1387,0.00%,169 ms
162.159.192.245:8742,0.00%,169 ms
162.159.192.246:859,0.00%,169 ms
162.159.192.247:3854,0.00%,169 ms
162.159.195.5:1387,0.00%,169 ms
162.159.195.6:942,0.00%,169 ms
162.159.195.6:955,0.00%,169 ms
162.159.195.7:8742,0.00%,169 ms
162.159.195.15:942,0.00%,169 ms
162.159.195.15:955,0.00%,169 ms
162.159.195.23:942,0.00%,169 ms
162.159.195.25:942,0.00%,169 ms
162.159.195.29:8742,0.00%,169 ms
162.159.195.30:2408,0.00%,169 ms
162.159.195.38:859,0.00%,169 ms
162.159.195.38:1387,0.00%,169 ms
162.159.195.40:1018,0.00%,169 ms
162.159.195.40:8742,0.00%,169 ms
162.159.195.40:854,0.00%,169 ms
162.159.195.45:955,0.00%,169 ms
162.159.195.53:890,0.00%,169 ms
162.159.195.53:1018,0.00%,169 ms
162.159.195.53:8742,0.00%,169 ms
162.159.195.62:7152,0.00%,169 ms
162.159.195.68:2408,0.00%,169 ms
162.159.195.71:1387,0.00%,169 ms
162.159.195.75:890,0.00%,169 ms
162.159.195.81:2408,0.00%,169 ms
162.159.195.92:8742,0.00%,169 ms
162.159.195.96:942,0.00%,169 ms
162.159.195.98:3854,0.00%,169 ms
162.159.195.114:859,0.00%,169 ms
162.159.195.117:1387,0.00%,169 ms
162.159.195.123:7152,0.00%,169 ms
162.159.195.129:1018,0.00%,169 ms
162.159.195.136:1018,0.00%,169 ms
162.159.195.137:7152,0.00%,169 ms
162.159.195.142:7152,0.00%,169 ms
162.159.195.146:859,0.00%,169 ms
162.159.195.150:955,0.00%,169 ms
162.159.195.151:890,0.00%,169 ms
162.159.195.152:942,0.00%,169 ms
162.159.195.164:890,0.00%,169 ms
162.159.195.165:854,0.00%,169 ms
162.159.195.168:955,0.00%,169 ms
162.159.195.169:942,0.00%,169 ms
162.159.195.176:8742,0.00%,169 ms
162.159.195.177:859,0.00%,169 ms
162.159.195.178:942,0.00%,169 ms
162.159.195.179:859,0.00%,169 ms
162.159.195.187:1018,0.00%,169 ms
162.159.195.190:854,0.00%,169 ms
162.159.195.191:2408,0.00%,169 ms
162.159.195.193:955,0.00%,169 ms
